#Acq. time (s)=	15
#Accumulations=	3
#Range (cm-¹)=	200...1200
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60,1
#Instrument=	XploRA Plus
#Detector=	Syncerity OE
#Objective=	x50_VIS_LWD
#Grating=	2400 (400nm)
#Filter=	1%
#Laser=	532nm_Edge
#Slit (µm)=	50 
#Hole (µm)=	100 
#Temperature=	0
#Laser pol=	Circular
#Raman pol=	None
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	376,7
#Full time(s)=	52
#Project=	A
#Sample=	B
#Site=	C
#Title=	D
#Remark=	
#Date=	27.09.2024 14:12
#Acquired=	27.09.2024 14:12:41
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
202,268	31
203,409	30
204,547	34
205,687	24
206,825	29
207,965	29
209,103	27
210,241	29
211,378	24
212,516	28
213,653	27
214,79	31
215,927	27
217,064	30
218,2	32
219,337	31
220,471	28
221,607	34
222,743	29
223,877	28
225,011	26
226,146	26
227,28	29
228,413	30
229,548	32
230,681	28
231,814	33
232,947	27
234,08	35
235,21	28
236,342	32
237,475	30
238,607	32
239,736	26
240,868	30
241,998	30
243,129	33
244,258	33
245,39	26
246,519	30
247,647	27
248,776	34
249,905	28
251,033	34
252,161	30
253,29	32
254,418	35
255,543	29
256,671	33
257,799	26
258,924	28
260,051	26
261,177	31
262,304	27
263,428	30
264,553	31
265,678	24
266,802	26
267,926	31
269,05	26
270,174	30
271,298	26
272,422	26
273,546	28
274,667	30
275,79	31
276,914	31
278,035	26
279,157	24
280,278	36
281,399	34
282,519	27
283,641	30
284,762	29
285,882	32
287,001	40
288,121	33
289,239	31
290,358	32
291,478	30
292,597	32
293,714	34
294,833	27
295,949	26
297,068	30
298,184	32
299,301	29
300,417	34
301,533	28
302,651	29
303,767	30
304,88	34
305,996	26
307,111	27
308,226	30
309,341	36
310,454	24
311,569	29
312,682	24
313,796	33
314,909	30
316,021	34
317,135	28
318,247	26
319,359	28
320,47	26
321,582	31
322,693	36
323,804	33
324,913	29
326,024	32
327,135	26
328,244	32
329,355	24
330,463	32
331,573	34
332,681	26
333,789	34
334,899	32
336,007	32
337,115	33
338,222	24
339,329	30
340,437	32
341,542	31
342,648	33
343,755	32
344,86	35
345,966	38
347,071	32
348,177	33
349,281	32
350,385	30
351,491	28
352,594	29
353,698	30
354,801	31
355,904	34
357,008	34
358,109	32
359,211	31
360,314	30
361,415	34
362,517	30
363,619	26
364,72	32
365,82	34
366,921	33
368,021	32
369,121	37
370,22	37
371,32	38
372,419	37
373,518	44
374,617	48
375,714	51
376,812	54
377,911	61
379,007	61
380,105	88
381,202	96
382,297	134
383,395	128
384,491	70
385,587	56
386,682	46
387,777	42
388,873	43
389,968	40
391,063	32
392,157	38
393,25	36
394,344	42
395,437	40
396,531	41
397,623	44
398,717	54
399,809	54
400,901	62
401,992	70
403,084	90
404,175	105
405,266	137
406,357	187
407,448	254
408,539	228
409,627	155
410,718	97
411,806	70
412,896	54
413,984	46
415,074	48
416,162	41
417,25	36
418,338	42
419,425	41
420,512	38
421,599	39
422,686	32
423,773	33
424,858	36
425,945	40
427,031	38
428,116	34
429,202	30
430,286	43
431,37	39
432,456	42
433,539	38
434,623	37
435,706	38
436,79	36
437,873	34
438,954	45
440,037	36
441,12	42
442,202	38
443,283	36
444,365	40
445,445	40
446,526	39
447,608	40
448,688	46
449,767	40
450,847	47
451,926	41
453,006	46
454,085	44
455,162	36
456,241	39
457,32	44
458,396	38
459,475	42
460,551	41
461,63	34
462,706	38
463,782	37
464,858	38
465,934	38
467,009	37
468,085	36
469,16	29
470,235	35
471,311	29
472,386	34
473,458	30
474,533	30
475,606	32
476,68	31
477,753	30
478,825	25
479,897	32
480,969	30
482,041	31
483,112	26
484,184	30
485,255	29
486,327	29
487,398	29
488,467	30
489,538	28
490,607	34
491,678	35
492,746	33
493,814	34
494,883	31
495,951	32
497,021	31
498,089	30
499,155	30
500,222	35
501,29	34
502,357	31
503,423	28
504,49	34
505,555	31
506,622	30
507,686	30
508,751	32
509,818	30
510,882	29
511,946	34
513,01	32
514,074	32
515,138	31
516,2	33
517,264	34
518,327	29
519,389	28
520,452	34
521,513	26
522,574	37
523,637	32
524,698	32
525,758	38
526,819	31
527,879	27
528,939	36
529,999	29
531,059	34
532,117	36
533,177	32
534,235	30
535,294	24
536,352	28
537,411	33
538,468	31
539,525	32
540,582	28
541,638	31
542,695	32
543,752	35
544,808	29
545,864	24
546,92	31
547,974	29
549,03	33
550,084	31
551,14	36
552,193	30
553,246	30
554,3	35
555,353	34
556,406	31
557,459	32
558,511	32
559,564	30
560,617	31
561,669	30
562,719	40
563,771	32
564,821	39
565,871	36
566,923	28
567,973	33
569,022	37
570,072	36
571,121	32
572,17	32
573,219	26
574,268	34
575,317	33
576,363	32
577,412	34
578,458	34
579,507	32
580,553	32
581,599	36
582,647	32
583,693	38
584,738	36
585,784	31
586,829	36
587,873	26
588,918	38
589,963	33
591,008	34
592,051	35
593,096	35
594,138	32
595,181	37
596,225	35
597,267	35
598,309	36
599,351	34
600,393	34
601,435	38
602,475	34
603,516	42
604,557	30
605,597	35
606,638	29
607,677	30
608,718	38
609,757	30
610,795	30
611,834	33
612,872	35
613,91	34
614,949	35
615,987	33
617,025	36
618,063	22
619,098	32
620,136	32
621,171	35
622,209	28
623,244	32
624,279	32
625,314	35
626,349	32
627,384	33
628,418	29
629,453	33
630,487	32
631,521	34
632,554	33
633,588	30
634,62	35
635,653	28
636,685	31
637,717	37
638,748	32
639,781	32
640,813	32
641,844	28
642,873	34
643,904	33
644,934	29
645,965	32
646,993	22
648,024	28
649,052	29
650,08	34
651,11	36
652,138	29
653,166	29
654,194	29
655,221	30
656,249	26
657,276	29
658,303	26
659,328	30
660,355	28
661,38	24
662,407	35
663,432	31
664,456	28
665,482	27
666,507	31
667,531	26
668,555	22
669,579	29
670,603	30
671,625	22
672,648	34
673,672	33
674,693	31
675,716	29
676,737	33
677,758	30
678,779	26
679,802	32
680,823	30
681,843	24
682,862	27
683,882	30
684,902	35
685,922	24
686,94	32
687,96	30
688,978	28
689,997	29
691,015	30
692,032	30
693,05	27
694,067	30
695,084	32
696,101	32
697,118	24
698,134	32
699,149	24
700,166	30
701,182	31
702,196	32
703,21	35
704,226	28
705,24	35
706,254	35
707,268	30
708,281	28
709,295	33
710,308	26
711,319	28
712,333	33
713,346	33
714,357	29
715,369	32
716,38	36
717,391	34
718,401	40
719,413	32
720,424	32
721,434	24
722,442	30
723,452	34
724,461	33
725,471	32
726,479	36
727,488	30
728,495	32
729,503	32
730,512	28
731,519	35
732,526	33
733,532	34
734,539	35
735,546	30
736,552	34
737,556	30
738,563	31
739,567	24
740,573	34
741,577	32
742,582	28
743,586	32
744,589	32
745,593	30
746,596	31
747,599	32
748,603	30
749,606	31
750,607	36
751,609	35
752,61	33
753,612	32
754,613	36
755,613	30
756,616	36
757,616	34
758,616	35
759,616	32
760,615	32
761,613	35
762,613	34
763,612	29
764,609	35
765,609	34
766,606	28
767,605	35
768,602	30
769,599	30
770,595	34
771,592	34
772,588	32
773,585	30
774,581	35
775,575	33
776,571	30
777,565	34
778,561	28
779,555	32
780,548	37
781,544	29
782,537	30
783,53	38
784,524	33
785,517	34
786,51	30
787,5	28
788,493	24
789,484	28
790,476	30
791,467	30
792,459	31
793,449	23
794,44	32
795,43	31
796,419	35
797,409	28
798,399	29
799,388	30
800,376	31
801,365	28
802,353	30
803,342	28
804,329	32
805,316	34
806,304	22
807,291	30
808,278	32
809,264	30
810,251	27
811,235	28
812,221	24
813,207	32
814,191	30
815,177	27
816,161	22
817,145	30
818,13	29
819,114	35
820,097	29
821,08	32
822,063	32
823,044	28
824,027	31
825,01	36
825,991	30
826,973	32
827,954	28
828,936	31
829,917	31
830,897	28
831,877	28
832,857	31
833,837	29
834,817	28
835,794	32
836,774	27
837,753	27
838,731	32
839,71	24
840,687	30
841,664	30
842,641	26
843,618	32
844,595	30
845,571	30
846,548	32
847,524	28
848,5	24
849,475	29
850,451	33
851,425	30
852,401	35
853,375	37
854,348	30
855,322	32
856,295	28
857,269	30
858,242	33
859,215	29
860,186	25
861,159	31
862,13	30
863,103	28
864,074	28
865,044	26
866,017	32
866,987	29
867,957	33
868,928	28
869,898	29
870,866	28
871,835	28
872,805	28
873,773	28
874,742	28
875,71	31
876,677	28
877,645	28
878,612	34
879,579	23
880,546	31
881,513	33
882,479	30
883,446	31
884,411	26
885,377	28
886,341	25
887,308	28
888,272	24
889,236	26
890,2	26
891,164	29
892,127	32
893,091	32
894,055	31
895,016	28
895,979	26
896,941	26
897,904	32
898,865	30
899,826	28
900,789	32
901,749	30
902,71	26
903,671	32
904,631	34
905,589	29
906,55	28
907,51	27
908,468	26
909,426	26
910,386	28
911,344	32
912,301	30
913,259	30
914,216	26
915,174	30
916,131	30
917,088	27
918,043	29
919	31
919,955	22
920,912	30
921,866	31
922,821	25
923,776	29
924,732	28
925,684	27
926,638	22
927,593	30
928,547	25
929,5	29
930,452	31
931,406	26
932,358	27
933,309	26
934,261	28
935,214	29
936,165	38
937,116	28
938,065	27
939,016	24
939,967	28
940,916	24
941,866	30
942,815	30
943,765	29
944,714	24
945,662	33
946,61	30
947,558	28
948,506	29
949,454	30
950,402	30
951,348	29
952,295	29
953,243	25
954,188	28
955,133	35
956,081	30
957,026	28
957,971	30
958,916	26
959,861	33
960,803	37
961,748	33
962,693	26
963,635	26
964,579	28
965,522	31
966,464	25
967,408	31
968,35	28
969,292	24
970,233	30
971,175	32
972,115	30
973,056	27
973,998	30
974,937	27
975,878	28
976,817	24
977,756	33
978,695	30
979,634	29
980,573	26
981,512	22
982,45	26
983,389	30
984,325	27
985,263	28
986,2	26
987,138	28
988,074	28
989,01	29
989,946	29
990,881	29
991,817	24
992,752	28
993,688	34
994,623	28
995,557	22
996,492	34
997,425	28
998,36	27
999,293	26
1000,23	26
1001,16	33
1002,09	30
1003,02	26
1003,96	26
1004,89	31
1005,82	30
1006,75	23
1007,68	30
1008,61	26
1009,54	31
1010,47	32
1011,4	30
1012,33	30
1013,26	26
1014,19	30
1015,12	27
1016,05	28
1016,98	25
1017,9	32
1018,83	33
1019,76	31
1020,69	29
1021,61	31
1022,54	31
1023,47	28
1024,39	32
1025,32	27
1026,25	32
1027,17	26
1028,1	28
1029,02	30
1029,95	26
1030,87	34
1031,79	30
1032,72	28
1033,64	26
1034,56	26
1035,49	26
1036,41	27
1037,33	26
1038,25	30
1039,18	25
1040,1	28
1041,02	29
