#Acq. time (s)=	15
#Accumulations=	2
#Range (cm-¹)=	200...1200
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60,1
#Instrument=	XploRA Plus
#Detector=	Syncerity OE
#Objective=	x50_VIS_LWD
#Grating=	2400 (400nm)
#Filter=	1%
#Laser=	532nm_Edge
#Slit (µm)=	50 
#Hole (µm)=	100 
#Temperature=	0
#Laser pol=	Circular
#Raman pol=	None
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	235,9
#Full time(s)=	37
#Project=	A
#Sample=	B
#Site=	C
#Title=	D
#Remark=	
#Date=	27.09.2024 12:46
#Acquired=	27.09.2024 12:46:13
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
202,268	36
203,409	36
204,547	36
205,687	34
206,825	40
207,965	36
209,103	30
210,241	32
211,378	32
212,516	30
213,653	36
214,79	32
215,927	34
217,064	34
218,2	30
219,337	32
220,471	32
221,607	30
222,743	38
223,877	36
225,011	28
226,146	30
227,28	28
228,413	36
229,548	34
230,681	32
231,814	32
232,947	36
234,08	30
235,21	34
236,342	32
237,475	28
238,607	34
239,736	36
240,868	36
241,998	32
243,129	32
244,258	28
245,39	34
246,519	32
247,647	28
248,776	34
249,905	32
251,033	34
252,161	40
253,29	32
254,418	36
255,543	30
256,671	32
257,799	26
258,924	36
260,051	28
261,177	32
262,304	36
263,428	42
264,553	36
265,678	34
266,802	32
267,926	34
269,05	32
270,174	32
271,298	28
272,422	38
273,546	26
274,667	36
275,79	32
276,914	30
278,035	32
279,157	32
280,278	32
281,399	42
282,519	40
283,641	42
284,762	50
285,882	40
287,001	40
288,121	32
289,239	38
290,358	38
291,478	36
292,597	34
293,714	36
294,833	34
295,949	38
297,068	26
298,184	32
299,301	34
300,417	32
301,533	34
302,651	34
303,767	34
304,88	34
305,996	36
307,111	32
308,226	38
