'y-axis saved as y
'x,MoS2_sodio.raw
42.7803204,342
42.8202964,336
42.8602724,340
42.9002484,363
42.9402244,358
42.9802004,352
43.0201764,391
43.0601524,368
43.1001284,333
43.1401044,341
43.1800804,341
43.2200564,360
43.2600324,347
43.3000084,372
43.3399844,308
43.3799604,363
43.4199364,327
43.4599124,366
43.4998884,336
43.5398644,375
43.5798404,365
43.6198164,347
43.6597924,341
43.6997684,342
43.7397444,349
43.7797204,338
43.8196964,330
43.8596724,348
43.8996484,350
43.9396244,341
43.9796004,335
44.0195764,315
44.0595524,331
44.0995284,315
44.1395044,348
44.1794804,338
44.2194564,365
44.2594324,339
44.2994084,340
44.3393844,330
44.3793604,322
44.4193364,315
44.4593124,332
44.4992884,350
44.5392644,353
44.5792404,339
44.6192164,327
44.6591924,325
44.6991684,333
44.7391444,354
44.7791204,348
44.8190964,310
44.8590724,308
44.8990484,316
44.9390244,337
44.9790004,311
45.0189764,349
45.0589524,341
45.0989284,323
45.1389044,317
45.1788804,310
45.2188564,319
45.2588324,292
45.2988084,315
45.3387844,327
45.3787604,317
45.4187364,317
45.4587124,322
45.4986884,311
45.5386644,309
45.5786404,323
45.6186164,331
45.6585924,332
45.6985684,294
45.7385444,329
45.7785204,303
45.8184964,307
45.8584724,313
45.8984484,303
45.9384244,327
45.9784004,323
46.0183764,304
46.0583524,305
46.0983284,320
46.1383044,315
46.1782804,351
46.2182564,305
46.2582324,312
46.2982084,308
46.3381844,322
46.3781604,290
46.4181364,313
46.4581124,307
46.4980884,310
46.5380644,283
46.5780404,297
46.6180164,297
46.6579924,297
46.6979684,295
46.7379444,316
46.7779204,351
46.8178964,320
46.8578724,308
46.8978484,342
46.9378244,303
46.9778004,279
47.0177764,302
47.0577524,322
47.0977284,319
47.1377044,303
47.1776804,304
47.2176564,319
47.2576324,305
47.2976084,295
47.3375844,285
47.3775604,305
47.4175364,316
47.4575124,293
47.4974884,295
47.5374644,349
47.5774404,256
47.6174164,329
47.6573924,311
47.6973684,306
47.7373444,275
47.7773204,296
47.8172964,318
47.8572724,288
47.8972484,294
47.9372244,312
47.9772004,282
48.0171764,315
48.0571524,301
48.0971284,281
48.1371044,266
48.1770804,283
48.2170564,281
48.2570324,271
48.2970084,292
48.3369844,280
48.3769604,255
48.4169364,291
48.4569124,325
48.4968884,293
48.5368644,268
48.5768404,282
48.6168164,300
48.6567924,288
48.6967684,297
48.7367444,306
48.7767204,266
48.8166964,276
48.8566724,296
48.8966484,265
48.9366244,296
48.9766004,285
49.0165764,308
49.0565524,276
49.0965284,280
49.1365044,272
49.1764804,284
49.2164564,287
49.2564324,268
49.2964084,292
49.3363844,280
49.3763604,289
49.4163364,260
49.4563124,288
49.4962884,295
49.5362644,309
49.5762404,287
49.6162164,259
49.6561924,265
49.6961684,254
49.7361444,268
49.7761204,233
49.8160964,246
49.8560724,301
49.8960484,296
49.9360244,254
49.9760004,274
50.0159764,258
50.0559524,261
50.0959284,277
50.1359044,242
50.1758804,277
50.2158564,309
50.2558324,299
50.2958084,255
50.3357844,271
50.3757604,254
50.4157364,247
50.4557124,265
50.4956884,262
50.5356644,268
50.5756404,256
50.6156164,253
50.6555924,255
50.6955684,277
50.7355444,273
50.7755204,263
50.8154964,263
50.8554724,290
50.8954484,265
50.9354244,261
50.9754004,246
51.0153764,257
51.0553524,237
51.0953284,256
51.1353044,244
51.1752804,266
51.2152564,240
51.2552324,248
51.2952084,227
51.3351844,261
51.3751604,237
51.4151364,268
51.4551124,274
51.4950884,227
51.5350644,242
51.5750404,251
51.6150164,235
51.6549924,223
51.6949684,234
51.7349444,239
51.7749204,254
51.8148964,257
51.8548724,257
51.8948484,253
51.9348244,258
51.9748004,230
52.0147764,228
52.0547525,244
52.0947285,222
52.1347045,272
52.1746805,246
52.2146565,240
52.2546325,244
52.2946085,217
52.3345845,272
52.3745605,228
52.4145365,236
52.4545125,220
52.4944885,212
52.5344645,236
52.5744405,232
52.6144165,244
52.6543925,234
52.6943685,235
52.7343445,222
52.7743205,241
52.8142965,239
52.8542725,264
52.8942485,245
52.9342245,231
52.9742005,249
53.0141765,241
53.0541525,257
53.0941285,211
53.1341045,230
53.1740805,239
53.2140565,246
53.2540325,223
53.2940085,246
53.3339845,229
53.3739605,236
53.4139365,217
53.4539125,252
53.4938885,231
53.5338645,257
53.5738405,233
53.6138165,214
53.6537925,229
53.6937685,214
53.7337445,213
53.7737205,220
53.8136965,243
53.8536725,211
53.8936485,223
53.9336245,228
53.9736005,235
54.0135765,210
54.0535525,237
54.0935285,217
54.1335045,209
54.1734805,235
54.2134565,244
54.2534325,210
54.2934085,228
54.3333845,234
54.3733605,221
54.4133365,238
54.4533125,250
54.4932885,207
54.5332645,215
54.5732405,239
54.6132165,217
54.6531925,221
54.6931685,241
54.7331445,239
54.7731205,243
54.8130965,236
54.8530725,229
54.8930485,227
54.9330245,233
54.9730005,223
55.0129765,212
55.0529525,227
55.0929285,242
55.1329045,224
55.1728805,221
55.2128565,242
55.2528325,229
55.2928085,211
55.3327845,238
55.3727605,233
55.4127365,244
55.4527125,240
55.4926885,244
55.5326645,251
55.5726405,240
55.6126165,247
55.6525925,241
55.6925685,262
55.7325445,257
55.7725205,254
55.8124965,244
55.8524725,253
55.8924485,279
55.9324245,274
55.9724005,263
56.0123765,241
56.0523525,275
56.0923285,260
56.1323045,234
56.1722805,252
56.2122565,240
56.2522325,258
56.2922085,250
56.3321845,260
56.3721605,261
56.4121365,260
56.4521125,250
56.4920885,283
56.5320645,261
56.5720405,277
56.6120165,242
56.6519925,256
56.6919685,263
56.7319445,273
56.7719205,285
56.8118965,259
56.8518725,294
56.8918485,273
56.9318245,272
56.9718005,261
57.0117765,280
57.0517525,266
57.0917285,251
57.1317045,280
57.1716805,282
57.2116565,259
57.2516325,266
57.2916085,274
57.3315845,285
57.3715605,279
57.4115365,298
57.4515125,279
57.4914885,290
57.5314645,259
57.5714405,275
57.6114165,276
57.6513925,281
57.6913685,262
57.7313445,267
57.7713205,291
57.8112965,255
57.8512725,265
57.8912485,239
57.9312245,248
57.9712005,239
58.0111765,240
58.0511525,259
58.0911285,271
58.1311045,287
58.1710805,242
58.2110565,257
58.2510325,223
58.2910085,251
58.3309845,256
58.3709605,236
58.4109365,230
58.4509125,224
58.4908885,265
58.5308645,264
58.5708405,229
58.6108165,263
58.6507925,229
58.6907685,226
58.7307445,249
58.7707205,246
58.8106965,239
58.8506725,233
58.8906485,232
58.9306245,202
58.9706005,263
59.0105765,232
59.0505525,228
59.0905285,213
59.1305045,220
59.1704805,194
59.2104565,216
59.2504325,206
59.2904085,211
59.3303845,209
59.3703605,213
59.4103365,217
59.4503125,195
59.4902885,211
59.5302645,193
59.5702405,193
59.6102165,203
59.6501925,213
59.6901685,194
59.7301445,201
59.7701205,220
59.8100965,196
59.8500725,214
59.8900485,186
59.9300245,195
59.9700005,195
60.0099765,194
60.0499525,187
60.0899285,205
60.1299045,184
60.1698805,205
60.2098565,185
60.2498325,188
60.2898085,213
60.3297845,191
60.3697605,185
60.4097365,183
60.4497125,186
60.4896885,187
60.5296645,221
60.5696405,184
60.6096165,190
60.6495925,199
60.6895685,168
60.7295445,198
60.7695205,183
60.8094965,186
60.8494725,163
60.8894485,184
60.9294245,196
60.9694005,186
61.0093765,188
61.0493525,184
61.0893285,184
61.1293045,172
61.1692805,186
61.2092565,176
61.2492325,191
61.2892085,198
61.3291845,176
61.3691605,159
61.4091366,164
61.4491126,202
61.4890886,150
61.5290646,159
61.5690406,177
61.6090166,167
61.6489926,165
61.6889686,176
61.7289446,155
61.7689206,173
61.8088966,186
61.8488726,167
61.8888486,193
61.9288246,155
61.9688006,148
62.0087766,156
62.0487526,160
62.0887286,161
62.1287046,183
62.1686806,143
62.2086566,182
62.2486326,177
62.2886086,190
62.3285846,159
62.3685606,173
62.4085366,165
62.4485126,129
62.4884886,169
62.5284646,165
62.5684406,183
62.6084166,174
62.6483926,168
62.6883686,151
62.7283446,164
62.7683206,160
62.8082966,133
62.8482726,172
62.8882486,147
62.9282246,153
62.9682006,155
63.0081766,166
63.0481526,183
63.0881286,185
63.1281046,159
63.1680806,146
63.2080566,166
63.2480326,155
63.2880086,184
63.3279846,159
63.3679606,146
63.4079366,155
63.4479126,146
63.4878886,151
63.5278646,176
63.5678406,135
63.6078166,166
63.6477926,152
63.6877686,145
63.7277446,173
63.7677206,153
63.8076966,169
63.8476726,135
63.8876486,133
63.9276246,185
63.9676006,148
64.0075766,181
64.0475526,156
64.0875286,155
64.1275046,148
64.1674806,155
64.2074566,157
64.2474326,142
64.2874086,172
64.3273846,154
64.3673606,159
64.4073366,151
64.4473126,174
64.4872886,150
64.5272646,155
64.5672406,139
64.6072166,130
64.6471926,159
64.6871686,151
64.7271446,161
64.7671206,131
64.8070966,156
64.8470726,163
64.8870486,141
64.9270246,166
64.9670006,156
65.0069766,165
65.0469526,165
65.0869286,169
65.1269046,144
65.1668806,159
65.2068566,181
65.2468326,137
65.2868086,149
65.3267846,162
65.3667606,164
65.4067366,158
65.4467126,142
65.4866886,157
65.5266646,124
65.5666406,140
65.6066166,153
65.6465926,157
65.6865686,147
65.7265446,152
65.7665206,167
65.8064966,137
65.8464726,144
65.8864486,154
65.9264246,131
65.9664006,150
66.0063766,149
66.0463526,155
66.0863286,152
66.1263046,144
66.1662806,170
66.2062566,158
66.2462326,139
66.2862086,158
66.3261846,140
66.3661606,163
66.4061366,113
66.4461126,109
66.4860886,161
66.5260646,140
66.5660406,165
66.6060166,156
66.6459926,121
66.6859686,148
66.7259446,156
66.7659206,173
66.8058966,171
66.8458726,155
66.8858486,136
66.9258246,147
66.9658006,161
67.0057766,154
67.0457526,165
67.0857286,139
67.1257046,145
67.1656806,147
67.2056566,167
67.2456326,164
67.2856086,146
67.3255846,155
67.3655606,148
67.4055366,145
67.4455126,181
67.4854886,174
67.5254646,160
67.5654406,169
67.6054166,126
67.6453926,138
67.6853686,160
67.7253446,157
67.7653206,152
67.8052966,171
67.8452726,165
67.8852486,154
67.9252246,193
67.9652006,174
68.0051766,148
68.0451526,149
68.0851286,146
68.1251046,150
68.1650806,160
68.2050566,136
68.2450326,158
68.2850086,176
68.3249846,152
68.3649606,144
68.4049366,168
68.4449126,168
68.4848886,184
68.5248646,173
68.5648406,162
68.6048166,183
68.6447926,149
68.6847686,168
68.7247446,167
68.7647206,141
68.8046966,168
68.8446726,167
68.8846486,161
68.9246246,153
68.9646006,158
69.0045766,164
69.0445526,165
69.0845286,163
69.1245046,171
69.1644806,182
69.2044566,145
69.2444326,168
69.2844086,173
69.3243846,155
69.3643606,156
69.4043366,161
69.4443126,158
69.4842886,165
69.5242646,173
69.5642406,161
69.6042166,144
69.6441926,169
69.6841686,173
69.7241446,173
69.7641206,152
69.8040966,167
69.8440726,166
69.8840486,173
69.9240246,178
69.9640006,179
70.0039766,171
70.0439526,167
70.0839286,170
70.1239046,173
70.1638806,181
70.2038566,185
70.2438326,149
70.2838086,150
70.3237846,192
70.3637606,134
70.4037366,167
70.4437126,164
70.4836886,171
70.5236646,164
70.5636406,201
70.6036166,154
70.6435926,158
70.6835686,167
70.7235447,158
70.7635207,165
70.8034967,174
70.8434727,191
70.8834487,168
70.9234247,137
70.9634007,193
71.0033767,160
71.0433527,161
71.0833287,152
71.1233047,149
71.1632807,193
71.2032567,182
71.2432327,177
71.2832087,144
71.3231847,174
71.3631607,153
71.4031367,155
71.4431127,150
71.4830887,166
71.5230647,178
71.5630407,159
71.6030167,155
71.6429927,156
71.6829687,136
71.7229447,151
71.7629207,167
71.8028967,157
71.8428727,171
71.8828487,176
71.9228247,142
71.9628007,173
72.0027767,159
72.0427527,172
72.0827287,181
72.1227047,173
72.1626807,173
72.2026567,164
72.2426327,138
72.2826087,162
72.3225847,165
72.3625607,169
72.4025367,162
72.4425127,165
72.4824887,178
72.5224647,174
72.5624407,179
72.6024167,150
72.6423927,151
72.6823687,169
72.7223447,148
72.7623207,175
72.8022967,176
72.8422727,191
72.8822487,142
72.9222247,162
72.9622007,183
73.0021767,159
73.0421527,141
73.0821287,159
73.1221047,173
73.1620807,166
73.2020567,174
73.2420327,173
73.2820087,150
73.3219847,155
73.3619607,181
73.4019367,186
73.4419127,160
73.4818887,156
73.5218647,175
73.5618407,163
73.6018167,163
73.6417927,177
73.6817687,163
73.7217447,166
73.7617207,146
73.8016967,159
73.8416727,168
73.8816487,164
73.9216247,172
73.9616007,185
74.0015767,151
74.0415527,175
74.0815287,168
74.1215047,171
74.1614807,167
74.2014567,169
74.2414327,178
74.2814087,168
74.3213847,178
74.3613607,156
74.4013367,182
74.4413127,187
74.4812887,165
74.5212647,151
74.5612407,185
74.6012167,165
74.6411927,170
74.6811687,149
74.7211447,168
74.7611207,157
74.8010967,141
74.8410727,163
74.8810487,130
74.9210247,153
74.9610007,170
75.0009767,157
75.0409527,162
75.0809287,173
75.1209047,185
75.1608807,154
75.2008567,158
75.2408327,177
75.2808087,158
75.3207847,182
75.3607607,167
75.4007367,149
75.4407127,162
75.4806887,154
75.5206647,159
75.5606407,158
75.6006167,144
75.6405927,151
75.6805687,163
75.7205447,169
75.7605207,170
75.8004967,160
75.8404727,153
75.8804487,175
75.9204247,161
75.9604007,171
76.0003767,168
76.0403527,153
76.0803287,163
76.1203047,167
76.1602807,154
76.2002567,173
76.2402327,174
76.2802087,172
76.3201847,146
76.3601607,159
76.4001367,156
76.4401127,146
76.4800887,168
76.5200647,177
76.5600407,181
76.6000167,148
76.6399927,175
76.6799687,149
76.7199447,162
76.7599207,166
76.7998967,144
76.8398727,164
76.8798487,171
76.9198247,181
76.9598007,177
76.9997767,142
77.0397527,154
77.0797287,171
77.1197047,159
77.1596807,181
77.1996567,183
77.2396327,152
77.2796087,172
77.3195847,163
77.3595607,150
77.3995367,180
77.4395127,149
77.4794887,176
77.5194647,152
77.5594407,170
77.5994167,143
77.6393927,165
77.6793687,172
77.7193447,159
77.7593207,168
77.7992967,165
77.8392727,147
77.8792487,157
77.9192247,138
77.9592007,172
77.9991767,155
78.0391527,148
78.0791287,160
78.1191047,174
78.1590807,145
78.1990567,168
78.2390327,132
78.2790087,188
78.3189847,184
78.3589607,151
78.3989367,147
78.4389127,170
78.4788887,137
78.5188647,136
78.5588407,166
78.5988167,165
78.6387927,141
78.6787687,158
78.7187447,173
78.7587207,156
78.7986967,164
78.8386727,162
78.8786487,160
78.9186247,196
78.9586007,158
78.9985767,172
79.0385527,163
79.0785287,183
79.1185047,158
79.1584807,157
79.1984567,160
79.2384327,144
79.2784087,170
79.3183847,163
79.3583607,167
79.3983367,154
79.4383127,169
79.4782887,163
79.5182647,156
79.5582407,167
79.5982167,180
79.6381927,155
79.6781687,146
79.7181447,138
79.7581207,172
79.7980967,146
79.8380727,162
79.8780487,175
79.9180247,167
79.9580007,160
