'y-axis saved as y
'x,MoS2_amonio.raw
35.3048083,529
35.3447843,493
35.3847603,540
35.4247363,460
35.4647123,484
35.5046883,508
35.5446643,483
35.5846403,523
35.6246163,486
35.6645923,510
35.7045683,497
35.7445443,529
35.7845203,529
35.8244963,494
35.8644723,491
35.9044483,495
35.9444243,481
35.9844003,479
36.0243763,491
36.0643523,462
36.1043283,471
36.1443043,493
36.1842803,471
36.2242563,462
36.2642323,480
36.3042083,499
36.3441843,484
36.3841603,450
36.4241363,497
36.4641123,517
36.5040883,498
36.5440643,486
36.5840403,472
36.6240163,482
36.6639923,508
36.7039683,473
36.7439443,493
36.7839203,420
36.8238963,465
36.8638723,425
36.9038483,441
36.9438243,452
36.9838003,504
37.0237763,429
37.0637523,493
37.1037283,453
37.1437043,480
37.1836803,489
37.2236563,478
37.2636323,461
37.3036083,472
37.3435843,486
37.3835603,474
37.4235363,437
37.4635123,427
37.5034883,465
37.5434643,436
37.5834403,449
37.6234163,441
37.6633923,457
37.7033683,472
37.7433443,439
37.7833203,413
37.8232963,437
37.8632723,429
37.9032483,487
37.9432243,437
37.9832003,447
38.0231763,436
38.0631523,409
38.1031283,441
38.1431043,444
38.1830803,425
38.2230563,429
38.2630323,407
38.3030083,442
38.3429843,436
38.3829603,458
38.4229363,447
38.4629123,420
38.5028883,458
38.5428643,400
38.5828403,432
38.6228163,419
38.6627923,383
38.7027683,444
38.7427443,407
38.7827203,427
38.8226963,394
38.8626723,410
38.9026483,394
38.9426243,425
38.9826003,438
39.0225763,445
39.0625523,410
39.1025283,418
39.1425043,398
39.1824803,421
39.2224563,424
39.2624323,403
39.3024083,394
39.3423843,406
39.3823603,427
39.4223363,414
39.4623123,441
39.5022883,410
39.5422643,379
39.5822403,427
39.6222163,413
39.6621923,403
39.7021683,408
39.7421443,392
39.7821203,402
39.8220963,385
39.8620723,428
39.9020483,427
39.9420243,401
39.9820003,414
40.0219763,390
40.0619523,372
40.1019283,401
40.1419043,372
40.1818803,397
40.2218563,384
40.2618323,433
40.3018083,402
40.3417843,430
40.3817603,398
40.4217363,382
40.4617123,408
40.5016883,407
40.5416643,440
40.5816403,369
40.6216163,354
40.6615923,417
40.7015683,392
40.7415443,372
40.7815203,404
40.8214963,381
40.8614723,412
40.9014483,388
40.9414243,369
40.9814003,394
41.0213763,411
41.0613523,406
41.1013283,403
41.1413043,392
41.1812803,372
41.2212563,404
41.2612323,411
41.3012083,374
41.3411843,413
41.3811603,355
41.4211363,382
41.4611123,374
41.5010883,381
41.5410643,394
41.5810403,379
41.6210163,421
41.6609923,356
41.7009683,374
41.7409443,388
41.7809203,409
41.8208963,392
41.8608723,444
41.9008483,372
41.9408243,372
41.9808003,381
42.0207763,385
42.0607523,402
42.1007283,383
42.1407043,401
42.1806803,407
42.2206563,350
42.2606323,400
42.3006083,413
42.3405843,412
42.3805603,406
42.4205363,373
42.4605123,409
42.5004883,370
42.5404643,381
42.5804403,361
42.6204163,377
42.6603923,377
42.7003684,388
42.7403444,381
42.7803204,359
42.8202964,359
42.8602724,379
42.9002484,385
42.9402244,382
42.9802004,389
43.0201764,394
43.0601524,432
43.1001284,388
43.1401044,392
43.1800804,339
43.2200564,403
43.2600324,361
43.3000084,390
43.3399844,356
43.3799604,359
43.4199364,384
43.4599124,363
43.4998884,379
43.5398644,420
43.5798404,376
43.6198164,365
43.6597924,389
43.6997684,383
43.7397444,372
43.7797204,350
43.8196964,362
43.8596724,337
43.8996484,400
43.9396244,400
43.9796004,353
44.0195764,377
44.0595524,355
44.0995284,380
44.1395044,345
44.1794804,348
44.2194564,390
44.2594324,359
44.2994084,362
44.3393844,348
44.3793604,378
44.4193364,335
44.4593124,360
44.4992884,350
44.5392644,385
44.5792404,386
44.6192164,358
44.6591924,377
44.6991684,366
44.7391444,386
44.7791204,371
44.8190964,361
44.8590724,301
44.8990484,364
44.9390244,396
44.9790004,368
45.0189764,388
45.0589524,346
45.0989284,333
45.1389044,375
45.1788804,347
45.2188564,326
45.2588324,351
45.2988084,326
45.3387844,392
45.3787604,355
45.4187364,360
45.4587124,360
45.4986884,347
45.5386644,354
45.5786404,354
45.6186164,324
45.6585924,336
45.6985684,348
45.7385444,380
45.7785204,327
45.8184964,353
45.8584724,352
45.8984484,336
45.9384244,348
45.9784004,343
46.0183764,340
46.0583524,348
46.0983284,356
46.1383044,356
46.1782804,377
46.2182564,339
46.2582324,348
46.2982084,313
46.3381844,357
46.3781604,345
46.4181364,327
46.4581124,383
46.4980884,326
46.5380644,348
46.5780404,347
46.6180164,345
46.6579924,375
46.6979684,344
46.7379444,341
46.7779204,350
46.8178964,366
46.8578724,334
46.8978484,284
46.9378244,361
46.9778004,315
47.0177764,387
47.0577524,351
47.0977284,345
47.1377044,344
47.1776804,339
47.2176564,328
47.2576324,327
47.2976084,351
47.3375844,377
47.3775604,347
47.4175364,294
47.4575124,333
47.4974884,326
47.5374644,316
47.5774404,355
47.6174164,322
47.6573924,334
47.6973684,338
47.7373444,351
47.7773204,328
47.8172964,332
47.8572724,341
47.8972484,362
47.9372244,363
47.9772004,324
48.0171764,335
48.0571524,321
48.0971284,330
48.1371044,339
48.1770804,345
48.2170564,338
48.2570324,324
48.2970084,324
48.3369844,323
48.3769604,320
48.4169364,358
48.4569124,342
48.4968884,331
48.5368644,346
48.5768404,347
48.6168164,351
48.6567924,372
48.6967684,307
48.7367444,323
48.7767204,300
48.8166964,351
48.8566724,315
48.8966484,297
48.9366244,330
48.9766004,300
49.0165764,298
49.0565524,334
49.0965284,344
49.1365044,302
49.1764804,341
49.2164564,330
49.2564324,324
49.2964084,349
49.3363844,306
49.3763604,317
49.4163364,338
49.4563124,301
49.4962884,311
49.5362644,300
49.5762404,353
49.6162164,303
49.6561924,333
49.6961684,324
49.7361444,329
49.7761204,336
49.8160964,305
49.8560724,339
49.8960484,312
49.9360244,316
49.9760004,343
50.0159764,315
50.0559524,287
50.0959284,351
50.1359044,329
50.1758804,315
50.2158564,280
50.2558324,317
50.2958084,316
50.3357844,321
50.3757604,307
50.4157364,293
50.4557124,319
50.4956884,298
50.5356644,299
50.5756404,316
50.6156164,304
50.6555924,326
50.6955684,277
50.7355444,310
50.7755204,299
50.8154964,327
50.8554724,304
50.8954484,291
50.9354244,318
50.9754004,310
51.0153764,300
51.0553524,312
51.0953284,301
51.1353044,300
51.1752804,286
51.2152564,267
51.2552324,290
51.2952084,296
51.3351844,312
51.3751604,291
51.4151364,273
51.4551124,303
51.4950884,278
51.5350644,320
51.5750404,275
51.6150164,283
51.6549924,286
51.6949684,255
51.7349444,313
51.7749204,331
51.8148964,280
51.8548724,262
51.8948484,283
51.9348244,295
51.9748004,311
52.0147764,316
52.0547525,270
52.0947285,287
52.1347045,322
52.1746805,299
52.2146565,290
52.2546325,308
52.2946085,294
52.3345845,285
52.3745605,293
52.4145365,291
52.4545125,311
52.4944885,293
52.5344645,276
52.5744405,272
52.6144165,299
52.6543925,272
52.6943685,270
52.7343445,279
52.7743205,231
52.8142965,274
52.8542725,287
52.8942485,279
52.9342245,307
52.9742005,252
53.0141765,296
53.0541525,256
53.0941285,273
53.1341045,298
53.1740805,268
53.2140565,272
53.2540325,270
53.2940085,286
53.3339845,281
53.3739605,266
53.4139365,268
53.4539125,272
53.4938885,296
53.5338645,289
53.5738405,280
53.6138165,251
53.6537925,253
53.6937685,285
53.7337445,294
53.7737205,258
53.8136965,261
53.8536725,268
53.8936485,257
53.9336245,265
53.9736005,305
54.0135765,293
54.0535525,248
54.0935285,253
54.1335045,287
54.1734805,275
54.2134565,309
54.2534325,262
54.2934085,273
54.3333845,295
54.3733605,271
54.4133365,253
54.4533125,278
54.4932885,277
54.5332645,254
54.5732405,265
54.6132165,240
54.6531925,288
54.6931685,268
54.7331445,292
54.7731205,259
54.8130965,273
54.8530725,297
54.8930485,286
54.9330245,278
54.9730005,283
55.0129765,273
55.0529525,291
55.0929285,292
55.1329045,265
55.1728805,311
55.2128565,275
55.2528325,289
55.2928085,269
55.3327845,275
55.3727605,294
55.4127365,285
55.4527125,268
55.4926885,305
55.5326645,310
55.5726405,286
55.6126165,258
55.6525925,297
55.6925685,264
55.7325445,319
55.7725205,304
55.8124965,271
55.8524725,268
55.8924485,338
55.9324245,285
55.9724005,296
56.0123765,303
56.0523525,285
56.0923285,301
56.1323045,322
56.1722805,340
56.2122565,304
56.2522325,302
56.2922085,319
56.3321845,338
56.3721605,317
56.4121365,313
56.4521125,286
56.4920885,309
56.5320645,299
56.5720405,300
56.6120165,301
56.6519925,306
56.6919685,295
56.7319445,365
56.7719205,344
56.8118965,333
56.8518725,330
56.8918485,318
56.9318245,332
56.9718005,297
57.0117765,338
57.0517525,320
57.0917285,303
57.1317045,340
57.1716805,351
57.2116565,284
57.2516325,306
57.2916085,317
57.3315845,324
57.3715605,311
57.4115365,315
57.4515125,347
57.4914885,290
57.5314645,305
57.5714405,349
57.6114165,312
57.6513925,315
57.6913685,306
57.7313445,303
57.7713205,300
57.8112965,280
57.8512725,318
57.8912485,290
57.9312245,287
57.9712005,303
58.0111765,293
58.0511525,296
58.0911285,289
58.1311045,300
58.1710805,298
58.2110565,303
58.2510325,295
58.2910085,294
58.3309845,253
58.3709605,310
58.4109365,261
58.4509125,283
58.4908885,273
58.5308645,258
58.5708405,284
58.6108165,247
58.6507925,273
58.6907685,267
58.7307445,255
58.7707205,264
58.8106965,272
58.8506725,265
58.8906485,263
58.9306245,250
58.9706005,274
59.0105765,246
59.0505525,270
59.0905285,252
59.1305045,226
59.1704805,255
59.2104565,261
59.2504325,245
59.2904085,266
59.3303845,245
59.3703605,267
59.4103365,225
59.4503125,225
59.4902885,238
59.5302645,243
59.5702405,265
59.6102165,237
59.6501925,233
59.6901685,263
59.7301445,213
59.7701205,221
59.8100965,245
59.8500725,240
59.8900485,238
59.9300245,207
59.9700005,209
60.0099765,214
60.0499525,216
60.0899285,217
60.1299045,215
60.1698805,207
60.2098565,236
60.2498325,234
60.2898085,204
60.3297845,214
60.3697605,219
60.4097365,233
60.4497125,201
60.4896885,225
60.5296645,203
60.5696405,225
60.6096165,230
60.6495925,208
60.6895685,217
60.7295445,225
60.7695205,189
60.8094965,203
60.8494725,209
60.8894485,192
60.9294245,202
60.9694005,217
61.0093765,223
61.0493525,218
61.0893285,220
61.1293045,232
61.1692805,237
61.2092565,186
61.2492325,186
61.2892085,187
61.3291845,211
61.3691605,195
61.4091366,196
61.4491126,197
61.4890886,203
61.5290646,206
61.5690406,211
61.6090166,213
61.6489926,216
61.6889686,189
61.7289446,203
61.7689206,219
61.8088966,210
61.8488726,213
61.8888486,214
61.9288246,201
61.9688006,190
62.0087766,202
62.0487526,217
62.0887286,188
62.1287046,187
62.1686806,228
62.2086566,190
62.2486326,195
62.2886086,223
62.3285846,181
62.3685606,196
62.4085366,217
62.4485126,191
62.4884886,177
62.5284646,203
62.5684406,177
62.6084166,200
62.6483926,174
62.6883686,191
62.7283446,165
62.7683206,186
62.8082966,193
62.8482726,164
62.8882486,177
62.9282246,183
62.9682006,175
63.0081766,204
63.0481526,180
63.0881286,182
63.1281046,155
63.1680806,205
63.2080566,181
63.2480326,202
63.2880086,175
63.3279846,159
63.3679606,205
63.4079366,196
63.4479126,202
63.4878886,176
63.5278646,198
63.5678406,166
63.6078166,190
63.6477926,176
63.6877686,195
63.7277446,191
63.7677206,191
63.8076966,174
63.8476726,190
63.8876486,188
63.9276246,171
63.9676006,186
64.0075766,195
64.0475526,187
64.0875286,210
64.1275046,180
64.1674806,198
64.2074566,158
64.2474326,177
64.2874086,195
64.3273846,156
64.3673606,179
64.4073366,195
64.4473126,196
64.4872886,204
64.5272646,197
64.5672406,183
64.6072166,184
64.6471926,206
64.6871686,187
64.7271446,185
64.7671206,191
64.8070966,209
64.8470726,205
64.8870486,198
64.9270246,215
64.9670006,178
65.0069766,171
65.0469526,180
65.0869286,198
65.1269046,184
65.1668806,183
65.2068566,162
65.2468326,223
65.2868086,194
65.3267846,193
65.3667606,187
65.4067366,184
65.4467126,205
65.4866886,172
65.5266646,181
65.5666406,213
65.6066166,212
65.6465926,160
65.6865686,193
65.7265446,163
65.7665206,194
65.8064966,182
65.8464726,187
65.8864486,178
65.9264246,183
65.9664006,173
66.0063766,183
66.0463526,182
66.0863286,209
66.1263046,199
66.1662806,203
66.2062566,219
66.2462326,178
66.2862086,169
66.3261846,188
66.3661606,178
66.4061366,192
66.4461126,206
66.4860886,168
66.5260646,205
66.5660406,170
66.6060166,195
66.6459926,174
66.6859686,176
66.7259446,188
66.7659206,197
66.8058966,203
66.8458726,172
66.8858486,193
66.9258246,181
66.9658006,184
67.0057766,194
67.0457526,183
67.0857286,165
67.1257046,179
67.1656806,192
67.2056566,182
67.2456326,172
67.2856086,194
67.3255846,203
67.3655606,206
67.4055366,176
67.4455126,186
67.4854886,211
67.5254646,170
67.5654406,199
67.6054166,183
67.6453926,167
67.6853686,180
67.7253446,154
67.7653206,179
67.8052966,188
67.8452726,168
67.8852486,191
67.9252246,208
67.9652006,201
68.0051766,197
68.0451526,194
68.0851286,165
68.1251046,170
68.1650806,199
68.2050566,180
68.2450326,156
68.2850086,221
68.3249846,169
68.3649606,202
68.4049366,188
68.4449126,174
68.4848886,175
68.5248646,192
68.5648406,172
68.6048166,159
68.6447926,214
68.6847686,163
68.7247446,184
68.7647206,187
68.8046966,205
68.8446726,179
68.8846486,186
68.9246246,178
68.9646006,159
69.0045766,184
69.0445526,177
69.0845286,160
69.1245046,197
69.1644806,185
69.2044566,188
69.2444326,198
69.2844086,204
69.3243846,198
69.3643606,179
69.4043366,191
69.4443126,201
69.4842886,193
69.5242646,188
69.5642406,178
69.6042166,175
69.6441926,182
69.6841686,209
69.7241446,191
69.7641206,202
69.8040966,193
69.8440726,208
69.8840486,190
69.9240246,176
69.9640006,186
70.0039766,168
70.0439526,185
70.0839286,194
70.1239046,168
70.1638806,192
70.2038566,162
70.2438326,183
70.2838086,201
70.3237846,194
70.3637606,189
70.4037366,187
70.4437126,188
70.4836886,192
70.5236646,196
70.5636406,181
70.6036166,183
70.6435926,181
70.6835686,190
70.7235447,183
70.7635207,176
70.8034967,199
70.8434727,198
70.8834487,183
70.9234247,192
70.9634007,192
71.0033767,203
71.0433527,176
71.0833287,195
71.1233047,188
71.1632807,216
71.2032567,201
71.2432327,173
71.2832087,184
71.3231847,199
71.3631607,181
71.4031367,198
71.4431127,206
71.4830887,174
71.5230647,186
71.5630407,194
71.6030167,169
71.6429927,208
71.6829687,189
71.7229447,210
71.7629207,180
71.8028967,183
71.8428727,168
71.8828487,224
71.9228247,179
71.9628007,188
72.0027767,180
72.0427527,181
72.0827287,208
72.1227047,190
72.1626807,211
72.2026567,195
72.2426327,205
72.2826087,176
72.3225847,176
72.3625607,178
72.4025367,187
72.4425127,196
72.4824887,187
72.5224647,169
72.5624407,191
72.6024167,200
72.6423927,197
72.6823687,186
72.7223447,202
72.7623207,198
72.8022967,168
72.8422727,164
72.8822487,182
72.9222247,174
72.9622007,185
73.0021767,181
73.0421527,203
73.0821287,184
73.1221047,188
73.1620807,199
73.2020567,171
73.2420327,195
73.2820087,201
73.3219847,191
73.3619607,194
73.4019367,182
73.4419127,180
73.4818887,193
73.5218647,171
73.5618407,179
73.6018167,220
73.6417927,198
73.6817687,193
73.7217447,185
73.7617207,208
73.8016967,201
73.8416727,180
73.8816487,193
73.9216247,187
73.9616007,161
74.0015767,181
74.0415527,228
74.0815287,212
74.1215047,190
74.1614807,182
74.2014567,192
74.2414327,164
74.2814087,166
74.3213847,193
74.3613607,178
74.4013367,162
74.4413127,171
74.4812887,214
74.5212647,202
74.5612407,171
74.6012167,200
74.6411927,201
74.6811687,190
74.7211447,192
74.7611207,209
74.8010967,176
74.8410727,180
74.8810487,176
74.9210247,210
74.9610007,182
75.0009767,204
75.0409527,188
75.0809287,213
75.1209047,166
75.1608807,170
75.2008567,176
75.2408327,208
75.2808087,189
75.3207847,208
75.3607607,204
75.4007367,175
75.4407127,171
75.4806887,195
75.5206647,178
75.5606407,206
75.6006167,187
75.6405927,185
75.6805687,186
75.7205447,190
75.7605207,184
75.8004967,208
75.8404727,189
75.8804487,187
75.9204247,183
75.9604007,175
76.0003767,183
76.0403527,204
76.0803287,190
76.1203047,183
76.1602807,197
76.2002567,202
76.2402327,190
76.2802087,215
76.3201847,198
76.3601607,184
76.4001367,179
76.4401127,186
76.4800887,209
76.5200647,180
76.5600407,194
76.6000167,192
76.6399927,174
76.6799687,185
76.7199447,175
76.7599207,189
76.7998967,184
76.8398727,202
76.8798487,167
76.9198247,189
76.9598007,178
76.9997767,172
77.0397527,190
77.0797287,168
77.1197047,187
77.1596807,162
77.1996567,170
77.2396327,188
77.2796087,192
77.3195847,181
77.3595607,203
77.3995367,178
77.4395127,178
77.4794887,169
77.5194647,189
77.5594407,191
77.5994167,220
77.6393927,191
77.6793687,180
77.7193447,188
77.7593207,165
77.7992967,180
77.8392727,169
77.8792487,185
77.9192247,204
77.9592007,141
77.9991767,191
78.0391527,177
78.0791287,202
78.1191047,172
78.1590807,198
78.1990567,209
78.2390327,195
78.2790087,195
78.3189847,189
78.3589607,177
78.3989367,208
78.4389127,161
78.4788887,163
78.5188647,184
78.5588407,188
78.5988167,172
78.6387927,183
78.6787687,181
78.7187447,172
78.7587207,192
78.7986967,204
78.8386727,178
78.8786487,170
78.9186247,172
78.9586007,198
78.9985767,212
79.0385527,188
79.0785287,193
79.1185047,162
79.1584807,168
79.1984567,200
79.2384327,176
79.2784087,181
79.3183847,195
79.3583607,190
79.3983367,183
79.4383127,187
79.4782887,177
79.5182647,210
79.5582407,181
79.5982167,167
79.6381927,179
79.6781687,199
79.7181447,205
79.7581207,158
79.7980967,205
