##Temp./oC	Time/min	Mass/%	Gas Flow(purge1)/(ml/min)	Gas Flow(protective)/(ml/min)
384,84989	36,51389	78,68016	20	20
385,35976	36,56439	78,60501	20	20
385,85518	36,61489	78,5401	20	20
386,37084	36,6654	78,46898	20	20
386,85906	36,7159	78,39396	20	20
387,36856	36,7664	78,32958	20	20
387,87044	36,81691	78,26308	20	20
388,36699	36,86741	78,19325	20	20
388,86341	36,91791	78,1177	20	20
389,37138	36,96842	78,03953	20	20
389,87489	37,01892	77,96876	20	20
390,38601	37,06942	77,90066	20	20
390,89429	37,11993	77,82915	20	20
391,40016	37,17043	77,75147	20	20
391,90102	37,22093	77,69229	20	20
392,39637	37,27144	77,62969	20	20
392,91264	37,32194	77,56218	20	20
393,42587	37,37244	77,49256	20	20
393,92335	37,42295	77,42408	20	20
394,42437	37,47345	77,34551	20	20
394,92769	37,52395	77,27133	20	20
395,43089	37,57446	77,20669	20	20
395,9377	37,62496	77,13415	20	20
396,44852	37,67546	77,05927	20	20
396,95848	37,72597	76,98445	20	20
397,47164	37,77647	76,92121	20	20
397,96484	37,82697	76,8451	20	20
398,46584	37,87748	76,78127	20	20
398,97001	37,92798	76,71016	20	20
399,48142	37,97848	76,64263	20	20
399,98705	38,02898	76,57008	20	20
400,4862	38,07949	76,50084	20	20
400,99693	38,12999	76,4337	20	20
401,50597	38,18049	76,36745	20	20
402,00946	38,231	76,30226	20	20
402,51918	38,2815	76,23445	20	20
403,01691	38,332	76,16818	20	20
403,52234	38,38251	76,09572	20	20
404,02375	38,43301	76,02466	20	20
404,54299	38,48351	75,94641	20	20
405,03632	38,53402	75,86678	20	20
405,5396	38,58452	75,79676	20	20
406,04782	38,63502	75,71586	20	20
406,55518	38,68553	75,64664	20	20
407,06019	38,73603	75,57353	20	20
407,5611	38,78653	75,50741	20	20
408,06387	38,83704	75,43943	20	20
408,57615	38,88754	75,36271	20	20
409,07813	38,93804	75,28704	20	20
409,58282	38,98855	75,21515	20	20
410,0832	39,03905	75,14564	20	20
410,60247	39,08955	75,07485	20	20
411,09959	39,14006	75,00051	20	20
411,61768	39,19056	74,92836	20	20
412,11372	39,24106	74,85889	20	20
412,61634	39,29157	74,78203	20	20
413,12884	39,34207	74,70473	20	20
413,63166	39,39257	74,63139	20	20
414,1449	39,44308	74,5595	20	20
414,65135	39,49358	74,48987	20	20
415,15405	39,54408	74,41564	20	20
415,6574	39,59459	74,33746	20	20
416,15583	39,64509	74,26348	20	20
416,66281	39,69559	74,19429	20	20
417,16833	39,7461	74,12099	20	20
417,6712	39,7966	74,04836	20	20
418,19849	39,8471	73,97747	20	20
418,70152	39,89761	73,90819	20	20
419,19473	39,94811	73,8425	20	20
419,71061	39,99861	73,77819	20	20
420,20976	40,04912	73,71596	20	20
420,71445	40,09962	73,64913	20	20
421,2242	40,15012	73,5772	20	20
421,73644	40,20063	73,50636	20	20
422,23439	40,25113	73,42729	20	20
422,74576	40,30163	73,3465	20	20
423,25763	40,35214	73,2753	20	20
423,75172	40,40264	73,1962	20	20
424,2635	40,45314	73,11846	20	20
424,76605	40,50365	73,05546	20	20
425,26801	40,55415	72,97817	20	20
425,77684	40,60465	72,91075	20	20
426,27635	40,65516	72,83477	20	20
426,78376	40,70566	72,76388	20	20
427,29925	40,75616	72,68805	20	20
427,79542	40,80667	72,62424	20	20
428,28098	40,85717	72,54867	20	20
428,78838	40,90767	72,47992	20	20
429,29464	40,95818	72,40667	20	20
429,80084	41,00868	72,33679	20	20
430,30378	41,05918	72,26298	20	20
430,81284	41,10969	72,18326	20	20
431,31776	41,16019	72,11451	20	20
431,8213	41,21069	72,04285	20	20
432,32977	41,2612	71,96741	20	20
432,83163	41,3117	71,8895	20	20
433,33785	41,3622	71,81811	20	20
433,84208	41,41271	71,7527	20	20
434,35602	41,46321	71,68298	20	20
434,84353	41,51371	71,61222	20	20
435,33821	41,56422	71,54285	20	20
435,84786	41,61472	71,46882	20	20
436,35542	41,66522	71,38883	20	20
436,84943	41,71573	71,30784	20	20
437,35509	41,76623	71,2296	20	20
437,85583	41,81673	71,15098	20	20
438,35555	41,86724	71,07457	20	20
438,85539	41,91774	71,0015	20	20
439,37002	41,96824	70,91805	20	20
439,86647	42,01875	70,84128	20	20
440,36939	42,06925	70,76539	20	20
440,86853	42,11975	70,69599	20	20
441,38203	42,17026	70,61663	20	20
441,89005	42,22076	70,54486	20	20
442,39085	42,27126	70,4651	20	20
442,89041	42,32177	70,38872	20	20
443,40518	42,37227	70,31582	20	20
443,89809	42,42277	70,24146	20	20
444,40063	42,47328	70,16606	20	20
444,90959	42,52378	70,09323	20	20
445,40167	42,57428	70,01215	20	20
445,92299	42,62479	69,92713	20	20
446,42187	42,67529	69,85002	20	20
446,91653	42,72579	69,76466	20	20
447,42149	42,7763	69,69136	20	20
447,92249	42,8268	69,6052	20	20
448,4341	42,8773	69,52614	20	20
448,93237	42,92781	69,45384	20	20
449,43372	42,97831	69,37669	20	20
449,94768	43,02881	69,28832	20	20
450,43824	43,07931	69,2115	20	20
450,94717	43,12982	69,12614	20	20
451,45802	43,18032	69,04415	20	20
451,95922	43,23082	68,9646	20	20
452,44527	43,28133	68,87894	20	20
452,98358	43,33183	68,80201	20	20
453,46819	43,38233	68,72441	20	20
453,97332	43,43284	68,64478	20	20
454,49163	43,48334	68,56375	20	20
454,9933	43,53384	68,48306	20	20
455,49594	43,58435	68,40485	20	20
456,0016	43,63485	68,32618	20	20
456,50808	43,68535	68,24761	20	20
457,0157	43,73586	68,16914	20	20
457,51525	43,78636	68,08982	20	20
458,02531	43,83686	68,01212	20	20
458,54591	43,88737	67,93336	20	20
459,05126	43,93787	67,86301	20	20
459,55085	43,98837	67,78601	20	20
460,04915	44,03888	67,70593	20	20
460,55681	44,08938	67,62401	20	20
461,06489	44,13988	67,53652	20	20
461,57171	44,19039	67,46136	20	20
462,0716	44,24089	67,37429	20	20
462,58059	44,29139	67,29427	20	20
463,09187	44,3419	67,21017	20	20
463,58687	44,3924	67,1292	20	20
464,09223	44,4429	67,05328	20	20
464,59415	44,49341	66,97624	20	20
465,10434	44,54391	66,89268	20	20
465,60586	44,59441	66,81017	20	20
466,11563	44,64492	66,72222	20	20
466,62921	44,69542	66,63747	20	20
467,13918	44,74592	66,55862	20	20
467,64162	44,79643	66,48044	20	20
468,14967	44,84693	66,40164	20	20
468,65834	44,89743	66,3267	20	20
469,15713	44,94794	66,24395	20	20
469,65896	44,99844	66,1641	20	20
470,16757	45,04894	66,08785	20	20
470,67736	45,09945	66,00259	20	20
471,18448	45,14995	65,9199	20	20
471,66736	45,20045	65,83887	20	20
472,19568	45,25096	65,75122	20	20
472,68892	45,30146	65,67485	20	20
473,20003	45,35196	65,5915	20	20
473,71263	45,40247	65,50939	20	20
474,22387	45,45297	65,43648	20	20
474,72429	45,50347	65,35742	20	20
475,23881	45,55398	65,2788	20	20
475,74288	45,60448	65,19835	20	20
476,24373	45,65498	65,11936	20	20
476,75039	45,70549	65,03376	20	20
477,25269	45,75599	64,95763	20	20
477,76431	45,80649	64,87286	20	20
478,27546	45,857	64,78798	20	20
478,7698	45,9075	64,70051	20	20
479,26819	45,958	64,6245	20	20
479,76599	46,00851	64,54188	20	20
480,28686	46,05901	64,46271	20	20
480,78753	46,10951	64,38269	20	20
481,29416	46,16002	64,29674	20	20
481,80039	46,21052	64,21736	20	20
482,298	46,26102	64,13135	20	20
482,80387	46,31153	64,05208	20	20
483,30267	46,36203	63,97347	20	20
483,80076	46,41253	63,89074	20	20
484,32097	46,46304	63,80489	20	20
484,81493	46,51354	63,71885	20	20
485,31892	46,56404	63,63341	20	20
485,8318	46,61455	63,54882	20	20
486,33435	46,66505	63,4705	20	20
486,83792	46,71555	63,38876	20	20
487,34567	46,76606	63,31128	20	20
487,84213	46,81656	63,24066	20	20
488,35196	46,86706	63,15436	20	20
488,85104	46,91757	63,07223	20	20
489,35424	46,96807	62,98652	20	20
489,86058	47,01857	62,90141	20	20
490,36683	47,06908	62,82249	20	20
490,86997	47,11958	62,74159	20	20
491,37782	47,17008	62,66128	20	20
491,88367	47,22059	62,57941	20	20
492,38932	47,27109	62,49152	20	20
492,8893	47,32159	62,40905	20	20
493,38261	47,3721	62,31812	20	20
493,8966	47,4226	62,23674	20	20
494,42319	47,4731	62,15673	20	20
494,90551	47,52361	62,07092	20	20
495,41838	47,57411	61,98669	20	20
495,9133	47,62461	61,90024	20	20
496,43574	47,67512	61,81406	20	20
496,94061	47,72562	61,72752	20	20
497,43933	47,77612	61,64391	20	20
497,94798	47,82663	61,55744	20	20
498,45585	47,87713	61,46932	20	20
498,95401	47,92763	61,383	20	20
499,45552	47,97814	61,29728	20	20
499,96167	48,02864	61,20889	20	20
500,46775	48,07914	61,11834	20	20
500,97425	48,12964	61,03474	20	20
501,48446	48,18015	60,94646	20	20
501,98437	48,23065	60,85118	20	20
502,48588	48,28115	60,76469	20	20
502,99489	48,33166	60,67688	20	20
503,49414	48,38216	60,58451	20	20
504,00365	48,43266	60,50354	20	20
504,51999	48,48317	60,41651	20	20
505,01954	48,53367	60,32434	20	20
505,5219	48,58417	60,24037	20	20
506,02476	48,63468	60,15038	20	20
506,52189	48,68518	60,05511	20	20
507,03996	48,73568	59,96663	20	20
507,54205	48,78619	59,87297	20	20
508,05039	48,83669	59,78316	20	20
508,56683	48,88719	59,69797	20	20
509,06496	48,9377	59,61001	20	20
509,5711	48,9882	59,53239	20	20
510,07888	49,0387	59,44508	20	20
510,5897	49,08921	59,35541	20	20
511,10216	49,13971	59,27245	20	20
511,60703	49,19021	59,18149	20	20
512,11158	49,24072	59,09148	20	20
512,6267	49,29122	58,99868	20	20
513,11838	49,34172	58,90479	20	20
513,62336	49,39223	58,80793	20	20
514,14362	49,44273	58,71424	20	20
514,64266	49,49323	58,62162	20	20
515,13852	49,54374	58,53529	20	20
515,65866	49,59424	58,45054	20	20
516,15166	49,64474	58,35635	20	20
516,66049	49,69525	58,26422	20	20
517,17202	49,74575	58,17375	20	20
517,66228	49,79625	58,08218	20	20
518,17117	49,84676	57,99191	20	20
518,67285	49,89726	57,8984	20	20
519,16931	49,94776	57,80624	20	20
519,67905	49,99827	57,7155	20	20
520,18231	50,04877	57,62937	20	20
520,6947	50,09927	57,5341	20	20
521,19494	50,14978	57,44713	20	20
521,69783	50,20028	57,35863	20	20
522,20657	50,25078	57,27162	20	20
522,70389	50,30129	57,16898	20	20
523,204	50,35179	57,07573	20	20
523,71296	50,40229	56,98819	20	20
524,21766	50,4528	56,89375	20	20
524,72751	50,5033	56,80325	20	20
525,22893	50,5538	56,70924	20	20
525,72777	50,60431	56,61829	20	20
526,23568	50,65481	56,53019	20	20
526,7346	50,70531	56,44467	20	20
527,23661	50,75582	56,35754	20	20
527,74428	50,80632	56,26377	20	20
528,23889	50,85682	56,16964	20	20
528,74662	50,90733	56,07907	20	20
529,25587	50,95783	55,98656	20	20
529,74999	51,00833	55,89758	20	20
530,2718	51,05884	55,80802	20	20
530,76183	51,10934	55,72103	20	20
531,26146	51,15984	55,62905	20	20
531,77064	51,21035	55,54871	20	20
532,28323	51,26085	55,45698	20	20
532,77888	51,31135	55,37191	20	20
533,28845	51,36186	55,27741	20	20
533,78544	51,41236	55,19429	20	20
534,28331	51,46286	55,10911	20	20
534,78686	51,51337	55,02133	20	20
535,2916	51,56387	54,93497	20	20
535,80779	51,61437	54,84786	20	20
536,30887	51,66488	54,76333	20	20
536,81076	51,71538	54,67938	20	20
537,3195	51,76588	54,59866	20	20
537,82536	51,81639	54,50994	20	20
538,3368	51,86689	54,42681	20	20
538,83758	51,91739	54,3369	20	20
539,34711	51,9679	54,25348	20	20
539,86022	52,0184	54,16385	20	20
540,35733	52,0689	54,07709	20	20
540,86399	52,11941	53,99496	20	20
541,38009	52,16991	53,91654	20	20
541,88384	52,22041	53,82985	20	20
542,38319	52,27092	53,7558	20	20
542,89317	52,32142	53,67436	20	20
543,39646	52,37192	53,59686	20	20
543,91498	52,42243	53,5154	20	20
544,4146	52,47293	53,43714	20	20
544,92345	52,52343	53,35105	20	20
545,43387	52,57394	53,26754	20	20
545,93749	52,62444	53,19045	20	20
546,44373	52,67494	53,11205	20	20
546,93744	52,72545	53,02549	20	20
547,45368	52,77595	52,95557	20	20
547,95191	52,82645	52,8766	20	20
548,46129	52,87696	52,79807	20	20
548,96073	52,92746	52,72064	20	20
549,46082	52,97796	52,63774	20	20
549,97111	53,02847	52,5671	20	20
550,49081	53,07897	52,49015	20	20
551,00461	53,12947	52,41602	20	20
551,49977	53,17997	52,3548	20	20
552,00366	53,23048	52,27186	20	20
552,49744	53,28098	52,18387	20	20
552,98396	53,33148	52,10928	20	20
553,49833	53,38199	52,03609	20	20
553,99313	53,43249	51,96691	20	20
554,49622	53,48299	51,8954	20	20
555,00282	53,5335	51,82471	20	20
555,51664	53,584	51,74471	20	20
556,0246	53,6345	51,67665	20	20
556,52565	53,68501	51,60993	20	20
557,02955	53,73551	51,53736	20	20
557,52771	53,78601	51,46787	20	20
558,04898	53,83652	51,39561	20	20
558,54261	53,88702	51,35634	20	20
559,05861	53,93752	51,28055	20	20
559,56226	53,98803	51,20481	20	20
560,06783	54,03853	51,11901	20	20
560,59138	54,08903	51,0387	20	20
561,09165	54,13954	50,96046	20	20
561,60436	54,19004	50,88888	20	20
562,0991	54,24054	50,81475	20	20
562,61244	54,29105	50,73525	20	20
563,1227	54,34155	50,67123	20	20
563,62478	54,39205	50,59173	20	20
564,1413	54,44256	50,52107	20	20
564,66142	54,49306	50,45228	20	20
565,1798	54,54356	50,38698	20	20
565,67978	54,59407	50,32853	20	20
566,19125	54,64457	50,26466	20	20
566,70508	54,69507	50,1963	20	20
567,21725	54,74558	50,12696	20	20
567,72482	54,79608	50,06487	20	20
568,23776	54,84658	49,99884	20	20
568,7411	54,89709	49,93533	20	20
569,2465	54,94759	49,86979	20	20
569,75024	54,99809	49,80386	20	20
570,26378	55,0486	49,74684	20	20
570,75895	55,0991	49,67286	20	20
571,28802	55,1496	49,60806	20	20
571,78423	55,20011	49,53759	20	20
572,29256	55,25061	49,46565	20	20
572,79458	55,30111	49,39786	20	20
573,3051	55,35162	49,33368	20	20
573,8049	55,40212	49,27133	20	20
574,31538	55,45262	49,20767	20	20
574,8108	55,50313	49,14063	20	20
575,32505	55,55363	49,07097	20	20
575,82684	55,60413	49,00694	20	20
576,33353	55,65464	48,94812	20	20
576,83139	55,70514	48,87932	20	20
577,33787	55,75564	48,82579	20	20
577,83274	55,80615	48,76886	20	20
578,33427	55,85665	48,71001	20	20
578,84505	55,90715	48,65426	20	20
579,33898	55,95766	48,58838	20	20
579,8459	56,00816	48,52901	20	20
580,35358	56,05866	48,46058	20	20
580,8434	56,10917	48,40394	20	20
581,34982	56,15967	48,34008	20	20
581,84575	56,21017	48,27885	20	20
582,35731	56,26068	48,22273	20	20
582,84726	56,31118	48,15624	20	20
583,35278	56,36168	48,08913	20	20
583,86611	56,41219	48,02605	20	20
584,35859	56,46269	47,96425	20	20
584,88542	56,51319	47,89622	20	20
585,39052	56,5637	47,83702	20	20
585,90098	56,6142	47,78947	20	20
586,39561	56,6647	47,72675	20	20
586,90127	56,71521	47,6739	20	20
587,41049	56,76571	47,62002	20	20
587,90227	56,81621	47,56411	20	20
588,40698	56,86672	47,50357	20	20
588,92082	56,91722	47,4521	20	20
589,415	56,96772	47,39347	20	20
589,92297	57,01823	47,33496	20	20
590,42134	57,06873	47,26264	20	20
590,92214	57,11923	47,20583	20	20
591,43045	57,16974	47,15335	20	20
591,93351	57,22024	47,10119	20	20
592,43707	57,27074	47,03946	20	20
592,94994	57,32125	46,98138	20	20
593,46333	57,37175	46,93343	20	20
593,9549	57,42225	46,87022	20	20
594,47588	57,47276	46,81186	20	20
594,98073	57,52326	46,75056	20	20
595,48607	57,57376	46,69936	20	20
595,99699	57,62427	46,63791	20	20
596,50055	57,67477	46,58769	20	20
597,00835	57,72527	46,52632	20	20
597,50971	57,77578	46,46675	20	20
598,01735	57,82628	46,41147	20	20
598,53741	57,87678	46,35325	20	20
599,04132	57,92729	46,2918	20	20
599,54843	57,97779	46,2371	20	20
600,06018	58,02829	46,17268	20	20
600,55824	58,0788	46,1082	20	20
601,06869	58,1293	46,04412	20	20
601,57485	58,1798	45,98145	20	20
602,078	58,2303	45,91883	20	20
602,58719	58,28081	45,85847	20	20
603,10931	58,33131	45,80572	20	20
603,59766	58,38181	45,7477	20	20
604,09419	58,43232	45,68745	20	20
604,60963	58,48282	45,63583	20	20
605,12069	58,53332	45,58302	20	20
605,62039	58,58383	45,5274	20	20
606,12606	58,63433	45,46639	20	20
606,62853	58,68483	45,41393	20	20
607,13536	58,73534	45,3551	20	20
607,64545	58,78584	45,29992	20	20
608,14781	58,83634	45,2382	20	20
608,64663	58,88685	45,18606	20	20
609,15563	58,93735	45,13054	20	20
609,65546	58,98785	45,07261	20	20
610,14902	59,03836	45,01207	20	20
610,65287	59,08886	44,95751	20	20
611,15428	59,13936	44,89908	20	20
611,66263	59,18987	44,84068	20	20
612,17344	59,24037	44,77628	20	20
612,66872	59,29087	44,71671	20	20
613,17323	59,34138	44,66377	20	20
613,68264	59,39188	44,6065	20	20
614,16955	59,44238	44,5424	20	20
614,68714	59,49289	44,49079	20	20
615,18926	59,54339	44,42348	20	20
615,68974	59,59389	44,35726	20	20
616,19566	59,6444	44,29189	20	20
616,69702	59,6949	44,22415	20	20
617,20785	59,7454	44,16096	20	20
617,70864	59,79591	44,10138	20	20
618,2161	59,84641	44,04911	20	20
618,70555	59,89691	43,98872	20	20
619,22025	59,94742	43,94216	20	20
619,71855	59,99792	43,88043	20	20
620,2291	60,04842	43,83126	20	20
620,72914	60,09893	43,77362	20	20
621,22924	60,14943	43,70869	20	20
621,74637	60,19993	43,65645	20	20
622,24756	60,25044	43,59513	20	20
622,75141	60,30094	43,5385	20	20
623,25637	60,35144	43,47151	20	20
623,75875	60,40195	43,42091	20	20
624,26273	60,45245	43,35688	20	20
624,76754	60,50295	43,31146	20	20
625,26835	60,55346	43,25311	20	20
625,77712	60,60396	43,20087	20	20
626,28274	60,65446	43,14557	20	20
626,78653	60,70497	43,08015	20	20
627,28931	60,75547	43,03343	20	20
627,78963	60,80597	42,97659	20	20
628,2938	60,85648	42,91952	20	20
628,80302	60,90698	42,86027	20	20
629,31404	60,95748	42,79673	20	20
629,80479	61,00799	42,72987	20	20
630,31854	61,05849	42,66182	20	20
630,8147	61,10899	42,59647	20	20
631,31769	61,1595	42,54443	20	20
631,82598	61,21	42,48454	20	20
632,32377	61,2605	42,43583	20	20
632,83469	61,31101	42,38229	20	20
633,33709	61,36151	42,32947	20	20
633,84052	61,41201	42,26953	20	20
634,34185	61,46252	42,21791	20	20
634,85018	61,51302	42,16711	20	20
635,35538	61,56352	42,10827	20	20
635,86712	61,61403	42,05336	20	20
636,37511	61,66453	41,99913	20	20
636,87965	61,71503	41,94587	20	20
637,36465	61,76554	41,89108	20	20
637,88731	61,81604	41,83301	20	20
638,37591	61,86654	41,78513	20	20
638,89579	61,91705	41,72973	20	20
639,40882	61,96755	41,67541	20	20
639,90953	62,01805	41,62348	20	20
640,42068	62,06856	41,56342	20	20
640,93766	62,11906	41,51393	20	20
641,4261	62,16956	41,4526	20	20
641,94365	62,22007	41,40841	20	20
642,4473	62,27057	41,35046	20	20
642,95431	62,32107	41,30271	20	20
643,44831	62,37158	41,24742	20	20
643,97088	62,42208	41,19401	20	20
644,47991	62,47258	41,13927	20	20
644,98932	62,52309	41,08878	20	20
645,49281	62,57359	41,0304	20	20
645,99487	62,62409	40,97365	20	20
646,4989	62,6746	40,92057	20	20
647,01372	62,7251	40,86471	20	20
647,52061	62,7756	40,80952	20	20
648,03335	62,82611	40,75482	20	20
648,5351	62,87661	40,70126	20	20
649,02988	62,92711	40,64542	20	20
649,5438	62,97762	40,58671	20	20
650,05314	63,02812	40,53027	20	20
650,56589	63,07862	40,46677	20	20
651,06085	63,12913	40,41907	20	20
651,56988	63,17963	40,35691	20	20
652,0714	63,23013	40,30368	20	20
652,57736	63,28063	40,25373	20	20
653,0843	63,33114	40,19206	20	20
653,58642	63,38164	40,13227	20	20
654,08945	63,43214	40,08264	20	20
654,59194	63,48265	40,03156	20	20
655,10344	63,53315	39,97309	20	20
655,60661	63,58365	39,91797	20	20
656,10524	63,63416	39,86229	20	20
656,60512	63,68466	39,81203	20	20
657,11393	63,73516	39,74792	20	20
657,6146	63,78567	39,68661	20	20
658,12667	63,83617	39,62358	20	20
658,63017	63,88667	39,56742	20	20
659,1254	63,93718	39,5054	20	20
659,61567	63,98768	39,45277	20	20
660,13292	64,03818	39,39478	20	20
660,63442	64,08869	39,33999	20	20
661,13931	64,13919	39,28789	20	20
661,65189	64,18969	39,23612	20	20
662,15714	64,2402	39,18	20	20
662,64443	64,2907	39,12408	20	20
663,15874	64,3412	39,0741	20	20
663,65943	64,39171	39,01929	20	20
664,16415	64,44221	38,96082	20	20
664,66544	64,49271	38,9101	20	20
665,17406	64,54322	38,84833	20	20
665,68095	64,59372	38,79096	20	20
666,18536	64,64422	38,7362	20	20
666,68159	64,69473	38,68251	20	20
667,18801	64,74523	38,62847	20	20
667,68439	64,79573	38,57434	20	20
668,20022	64,84624	38,52245	20	20
668,69778	64,89674	38,47188	20	20
669,20466	64,94724	38,42209	20	20
669,70504	64,99775	38,37012	20	20
670,22709	65,04825	38,31329	20	20
670,71536	65,09875	38,248	20	20
671,2154	65,14926	38,20179	20	20
671,72395	65,19976	38,14797	20	20
672,23661	65,25026	38,0934	20	20
672,75104	65,30077	38,03439	20	20
673,24902	65,35127	37,98333	20	20
673,75986	65,40177	37,93587	20	20
674,25536	65,45228	37,88616	20	20
674,76578	65,50278	37,83624	20	20
675,27049	65,55328	37,7837	20	20
675,77345	65,60379	37,733	20	20
676,30434	65,65429	37,66973	20	20
676,78304	65,70479	37,62523	20	20
677,2865	65,7553	37,57608	20	20
677,78837	65,8058	37,51696	20	20
678,28679	65,8563	37,46484	20	20
678,80841	65,90681	37,4068	20	20
679,31737	65,95731	37,3525	20	20
679,82311	66,00781	37,30301	20	20
680,33184	66,05832	37,24967	20	20
680,83623	66,10882	37,19538	20	20
681,34357	66,15932	37,14266	20	20
681,84726	66,20983	37,08825	20	20
682,3581	66,26033	37,03351	20	20
682,86296	66,31083	36,98433	20	20
683,37612	66,36134	36,92181	20	20
683,87641	66,41184	36,87874	20	20
684,37563	66,46234	36,82501	20	20
684,88862	66,51285	36,7686	20	20
685,4058	66,56335	36,72383	20	20
685,90826	66,61385	36,6743	20	20
686,4186	66,66436	36,62421	20	20
686,91561	66,71486	36,5765	20	20
687,41398	66,76536	36,52442	20	20
687,92861	66,81587	36,47728	20	20
688,43414	66,86637	36,42996	20	20
688,94068	66,91687	36,38846	20	20
689,45461	66,96738	36,35534	20	20
689,97103	67,01788	36,3248	20	20
690,47695	67,06838	36,30365	20	20
690,99809	67,11889	36,28336	20	20
691,49487	67,16939	36,26129	20	20
691,99195	67,21989	36,25029	20	20
692,47743	67,2704	36,23627	20	20
692,95259	67,3209	36,23556	20	20
693,43186	67,3714	36,25083	20	20
693,90072	67,42191	36,28095	20	20
694,38543	67,47241	36,345	20	20
694,84626	67,52291	36,42085	20	20
695,33166	67,57342	36,50193	20	20
695,82193	67,62392	36,59366	20	20
696,29785	67,67442	36,66736	20	20
696,78379	67,72493	36,74808	20	20
697,26668	67,77543	36,81054	20	20
697,73204	67,82593	36,85937	20	20
698,23813	67,87644	36,89694	20	20
698,72642	67,92694	36,93086	20	20
699,22395	67,97744	36,95974	20	20
699,71329	68,02795	36,99712	20	20
700,22324	68,07845	37,01364	20	20
700,70024	68,12895	37,03591	20	20
701,20451	68,17946	37,05812	20	20
701,70056	68,22996	37,0798	20	20
702,20352	68,28046	37,09959	20	20
702,70343	68,33096	37,11457	20	20
703,21565	68,38147	37,13644	20	20
703,71312	68,43197	37,15369	20	20
704,24289	68,48247	37,16311	20	20
704,76098	68,53298	37,17562	20	20
705,2804	68,58348	37,18856	20	20
705,79549	68,63398	37,19789	20	20
706,32276	68,68449	37,20753	20	20
706,84854	68,73499	37,21276	20	20
707,37476	68,78549	37,21911	20	20
707,89243	68,836	37,22523	20	20
708,41959	68,8865	37,23074	20	20
708,95723	68,937	37,23455	20	20
709,47621	68,98751	37,23838	20	20
710,01202	69,03801	37,24342	20	20
710,53332	69,08851	37,24755	20	20
711,05745	69,13902	37,25173	20	20
711,58607	69,18952	37,25341	20	20
712,11824	69,24002	37,25341	20	20
712,63999	69,29053	37,2534	20	20
713,16082	69,34103	37,25423	20	20
713,68985	69,39153	37,25423	20	20
714,20447	69,44204	37,25424	20	20
714,72481	69,49254	37,25505	20	20
715,25553	69,54304	37,25505	20	20
715,77178	69,59355	37,25506	20	20
716,28339	69,64405	37,25587	20	20
716,78932	69,69455	37,25617	20	20
717,29575	69,74506	37,25994	20	20
717,81801	69,79556	37,26238	20	20
718,3406	69,84606	37,26374	20	20
718,85201	69,89657	37,26476	20	20
719,35821	69,94707	37,26712	20	20
719,86427	69,99757	37,26953	20	20
720,37505	70,04808	37,27129	20	20
720,87115	70,09858	37,27309	20	20
721,37932	70,14908	37,27464	20	20
721,87871	70,19959	37,27552	20	20
722,3859	70,25009	37,27716	20	20
722,89218	70,30059	37,27878	20	20
723,3891	70,3511	37,28048	20	20
723,89436	70,4016	37,28123	20	20
724,38296	70,4521	37,28125	20	20
724,8837	70,50261	37,28205	20	20
725,38506	70,55311	37,28207	20	20
725,87835	70,60361	37,28207	20	20
726,38584	70,65412	37,28164	20	20
726,88568	70,70462	37,26898	20	20
727,38834	70,75512	37,26568	20	20
727,89565	70,80563	37,26727	20	20
728,38376	70,85613	37,26834	20	20
728,89347	70,90663	37,26839	20	20
729,39471	70,95714	37,26808	20	20
729,88493	71,00764	37,26721	20	20
730,39006	71,05814	37,2673	20	20
730,88926	71,10865	37,266	20	20
731,38886	71,15915	37,2584	20	20
731,89138	71,20965	37,25588	20	20
732,38961	71,26016	37,25423	20	20
732,88875	71,31066	37,25338	20	20
733,39479	71,36116	37,25251	20	20
733,89511	71,41167	37,24899	20	20
734,40595	71,46217	37,24438	20	20
734,90669	71,51267	37,24284	20	20
735,40831	71,56318	37,24023	20	20
735,91822	71,61368	37,24054	20	20
736,41982	71,66418	37,24367	20	20
736,92713	71,71469	37,24266	20	20
737,43972	71,76519	37,24203	20	20
737,95078	71,81569	37,23991	20	20
738,44778	71,8662	37,23642	20	20
738,95697	71,9167	37,23399	20	20
739,46806	71,9672	37,23216	20	20
739,97406	72,01771	37,22756	20	20
740,48905	72,06821	37,22325	20	20
740,9908	72,11871	37,21828	20	20
741,5076	72,16922	37,21417	20	20
742,00808	72,21972	37,21082	20	20
742,52723	72,27022	37,21001	20	20
743,02429	72,32073	37,20835	20	20
743,53406	72,37123	37,20242	20	20
744,03317	72,42173	37,19678	20	20
744,54735	72,47224	37,19428	20	20
745,05736	72,52274	37,19169	20	20
745,56305	72,57324	37,18845	20	20
746,06296	72,62375	37,18431	20	20
746,57227	72,67425	37,18016	20	20
747,08683	72,72475	37,1756	20	20
747,58362	72,77526	37,17193	20	20
748,09075	72,82576	37,16897	20	20
748,60053	72,87626	37,16392	20	20
749,10454	72,92677	37,15637	20	20
749,60787	72,97727	37,15121	20	20
750,11971	73,02777	37,14248	20	20
750,61614	73,07828	37,13254	20	20
751,12518	73,12878	37,1281	20	20
751,62811	73,17928	37,12737	20	20
752,12677	73,22979	37,12323	20	20
752,63189	73,28029	37,11825	20	20
753,15404	73,33079	37,11244	20	20
753,63744	73,38129	37,10745	20	20
754,13802	73,4318	37,10165	20	20
754,64045	73,4823	37,0987	20	20
755,1403	73,5328	37,09588	20	20
